,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
17624,33,75000,1,2,30,6,0.5,22,36,37,45,24,21,3,31-35,"N50,000 - N100,000",Bank M,Male,Bank A,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17625,33,75000,2,2,30,6,0.5,52,-9,32,45,24,21,3,31-35,"N50,000 - N100,000",Bank N,Male,Bank A,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17626,33,75000,1,2,30,6,0.5,30,18,41,18,24,-7,0,31-35,"N50,000 - N100,000",Bank A,Male,Bank A,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17628,25.5,75000,5,2,6,0.5,0.5,20,30,52,31,10,18,3,21-30,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,OND/HND,Self Employed,No,,
17633,25.5,25000,2,2,2,6,0.5,31,15,38,28,28,21,3,21-30,"Below N50,000",Bank C,Female,Bank C,Kaduna,Secondary school leaving certificate,Self Employed,Yes,Bank D,Bank J
17634,25.5,25000,5,0.5,6,0.5,0.5,7,-38,37,17,0,0,0,21-30,"Below N50,000",Bank D,Female,Bank D,Kaduna,Bachelor's Decree,Student,No,,
17635,25.5,25000,2,0.5,6,0.5,0.5,62,15,30,17,7,0,0,21-30,"Below N50,000",Bank N,Female,Bank D,Kaduna,Bachelor's Decree,Student,No,,
17636,19,25000,3,2,6,0,2,-9,9,28,9,15,5,0,18-20,"Below N50,000",Bank D,Male,Bank D,Kaduna,Secondary school leaving certificate,Student,No,,
17639,33,75000,1,0.5,2,0,0,52,17,60,48,42,21,3,31-35,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Bachelor's Decree,Self Employed,No,,
17640,33,75000,5,0.5,2,0,0,29,0,-49,0,0,0,0,31-35,"N50,000 - N100,000",Bank D,Female,Bank B,Kaduna,Bachelor's Decree,Self Employed,No,,
17647,19,25000,2,0.5,6,2,0.5,1,30,120,9,18,9,0,18-20,"Below N50,000",Bank A,Male,Bank D,Kaduna,OND/HND,Student,No,,
17654,33,75000,2,2,6,0.5,30,-39,45,180,20,20,10,1,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17656,38,75000,5,0.5,2,0,0,-77,45,86,20,20,10,0,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Kaduna,Bachelor's Decree,Self Employed,No,,
17659,50.5,75000,15,2,6,0,0,23,30,98,20,14,5,2,41-60,"N50,000 - N100,000",Bank M,Male,Bank D,Kaduna,Secondary school leaving certificate,Retired,No,,
17661,25.5,25000,3,0.5,2,0,30,30,16,67,16,16,10,1,21-30,"Below N50,000",Bank C,Female,Bank C,Kaduna,OND/HND,Self Employed,No,,
17664,25.5,25000,4,2,6,0.5,0.5,17,7,23,0,-2,0,0,21-30,"Below N50,000",Bank B,Female,Bank B,Kaduna,Secondary school leaving certificate,Private Sector Employee,No,,
17665,33,25000,3,2,2,0,0,25,6,43,54,13,10,0,31-35,"Below N50,000",Bank B,Female,Bank B,Kaduna,Bachelor's Decree,Self Employed,Yes,Bank B,Bank C
17666,33,75000,5,2,2,0,0,8,1,-43,10,9,0,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17669,33,75000,1,2,2,0,0,53,-8,-18,0,0,5,0,31-35,"N50,000 - N100,000",Bank D,Female,Bank D,Kaduna,Bachelor's Decree,Self Employed,No,,
17670,25.5,25000,5,0.5,6,0,0,-45,-17,10,15,0,12,0,21-30,"Below N50,000",Bank G,Female,Bank G,Kaduna,Bachelor's Decree,Student,No,,
17671,33,75000,3,2,0.5,0,0,61,38,118,0,0,21,3,31-35,"N50,000 - N100,000",Bank G,Male,Bank G,Kaduna,Bachelor's Decree,Civil/Public Servant,No,,
17672,50.5,75000,4,2,0.5,0.5,0.5,0,36,18,12,0,5,0,41-60,"N50,000 - N100,000",Bank M,Male,Bank M,Kaduna,Bachelor's Decree,Retired,No,,
17676,25.5,25000,4,2,6,0,0,61,10,110,6,0,0,0,21-30,"Below N50,000",Bank A,Male,Bank A,Kaduna,Secondary school leaving certificate,Student,No,,
17677,25.5,25000,1,0.5,6,0.5,0.5,9,6,3,27,11,21,0,21-30,"Below N50,000",Bank B,Male,Bank B,Kaduna,Bachelor's Decree,Student,No,,
17679,33,25000,3,6,2,0,0.5,45,6,100,57,45,18,3,31-35,"Below N50,000",Bank H,Female,Bank H,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17681,33,25000,3,6,2,0.5,0,45,6,62,57,45,18,3,31-35,"Below N50,000",Bank H,Female,Bank H,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17682,25.5,75000,7,2,6,0,0.5,91,60,40,20,0,18,3,21-30,"N50,000 - N100,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17683,25.5,75000,3,2,6,0,0.5,99,20,0,20,40,0,3,21-30,"N50,000 - N100,000",Bank J,Female,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17684,33,175000,2,2,6,0,0.5,4,-7,53,0,1,7,0,31-35,"N101,000 - N250,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17685,38,75000,3,2,0.5,0,0.5,-16,3,-73,31,10,-6,0,36-40,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Private Sector Employee,No,,
17691,25.5,25000,4,0.5,2,0,0,-20,-1,79,21,27,18,0,21-30,"Below N50,000",Bank D,Male,Bank D,Kaduna,Bachelor's Decree,Student,No,,
17694,33,75000,3,0.5,2,0,0,10,0,-60,0,0,0,0,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Kaduna,Master's Degree,Self Employed,No,,
17697,33,175000,2,2,6,0,0,18,0,33,20,28,18,0,31-35,"N101,000 - N250,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17698,33,175000,1,2,6,0,0.5,-8,36,61,0,15,18,0,31-35,"N101,000 - N250,000",Bank B,Female,Bank B,Kaduna,OND/HND,Self Employed,No,,
17699,33,25000,5,2,6,0,0.5,22,11,43,12,13,5,0,31-35,"Below N50,000",Bank B,Male,Bank B,Kaduna,No Response,Private Sector Employee,No,,
17700,25.5,25000,2,2,6,0,0,54,20,-20,24,28,15,0,21-30,"Below N50,000",Bank K,Female,Bank K,Kaduna,Secondary school leaving certificate,Self Employed,No,,
17702,33,25000,2,6,2,0,0,1,14,34,0,0,18,0,31-35,"Below N50,000",Bank D,Male,Bank D,Kaduna,Bachelor's Decree,Self Employed,No,,
17703,25.5,25000,1,2,0.5,0,0,21,-30,50,45,42,18,0,21-30,"Below N50,000",Bank B,Male,Bank B,Kaduna,Bachelor's Decree,Student,No,,
17705,25.5,25000,1,0.5,6,0.5,0.5,9,6,3,27,11,21,0,21-30,"Below N50,000",Bank B,Male,Bank B,Kaduna,Bachelor's Decree,Student,No,,
17708,33,175000,2,2,6,0,0,18,0,33,20,28,18,0,31-35,"N101,000 - N250,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17711,25.5,25000,1,2,0.5,0,0,21,-20,50,45,42,18,0,21-30,"Below N50,000",Bank B,Male,Bank B,Kaduna,Bachelor's Decree,Student,No,,
17712,33,25000,2,2,6,0,0,54,20,-20,24,28,15,0,31-35,"Below N50,000",Bank K,Female,Bank K,Kaduna,Secondary school leaving certificate,Self Employed,No,,
17714,38,75000,3,6,6,2,6,106,60,144,32,45,12,3,36-40,"N50,000 - N100,000",Bank A,Male,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17715,38,25000,3,2,6,0,0,50,8,28,20,19,15,0,36-40,"Below N50,000",Bank B,Male,Bank B,Kaduna,Secondary school leaving certificate,Private Sector Employee,Yes,Bank B,Bank D
17716,38,25000,2,2,6,0,0,21,0,20,-20,0,0,0,36-40,"Below N50,000",Bank A,Female,Bank A,Kaduna,Master's Degree,Private Sector Employee,No,,
17717,25.5,25000,5,30,30,0.5,0.5,10,10,-16,30,30,18,0,21-30,"Below N50,000",Bank L,Male,Bank C,Kaduna,OND/HND,Student,No,,
17718,25.5,75000,2,0.5,2,0.5,0.5,0,18,13,18,0,27,0,21-30,"N50,000 - N100,000",Bank F,Female,,Kaduna,OND/HND,Student,No,,
17719,33,25000,6,2,6,0,0.5,44,36,75,60,6,8,3,31-35,"Below N50,000",Bank A,Female,Bank A,Kaduna,Secondary school leaving certificate,Self Employed,No,,
17720,33,25000,2,0.5,2,0.5,0.5,0,0,29,20,8,12,0,31-35,"Below N50,000",Bank E,Male,Bank E,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17725,19,25000,5,2,6,0.5,0,33,18,56,42,0,0,0,18-20,"Below N50,000",Bank D,Female,Bank D,Kaduna,OND/HND,Student,No,,
17730,33,175000,6,6,30,0,0,34,19,41,57,27,5,3,31-35,"N101,000 - N250,000",Bank D,Female,Bank D,Kaduna,Bachelor's Decree,Civil/Public Servant,No,,
17735,25.5,25000,3,6,30,0.5,2,87,18,22,26,24,12,3,21-30,"Below N50,000",Bank I,Female,Bank I,Kaduna,Bachelor's Decree,Student,Yes,Bank D,Bank A
17738,19,25000,2,6,2,0,30,5,21,51,5,-38,3,1,18-20,"Below N50,000",Bank D,Male,Bank D,Kaduna,Bachelor's Decree,Student,Yes,Bank D,Bank N
17739,25.5,25000,6,6,2,0,0,31,15,38,6,11,21,0,21-30,"Below N50,000",Bank A,Male,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17743,25.5,25000,6,6,2,0,2,-41,-38,-43,20,8,0,0,21-30,"Below N50,000",Bank D,Male,Bank D,Kaduna,OND/HND,Student,No,,
17749,38,175000,1,0.5,6,0.5,0.5,1,9,11,36,0,24,0,36-40,"N101,000 - N250,000",Bank N,Female,Bank N,Kaduna,Bachelor's Decree,Self Employed,No,,
17752,19,25000,5,6,6,0,2,110,42,90,42,19,18,3,18-20,"Below N50,000",Bank C,Female,Bank C,Kaduna,OND/HND,Student,No,,
17753,25.5,25000,2,0.5,2,0.5,6,-18,-4,22,-10,-5,-2,0,21-30,"Below N50,000",Bank A,Female,Bank A,Kaduna,Bachelor's Decree,Student,No,,
17754,25.5,25000,5,2,30,0.5,0,14,24,25,54,0,27,3,21-30,"Below N50,000",Bank I,Female,Bank I,Kaduna,Bachelor's Decree,Student,No,,
17761,19,25000,2,2,6,0,2,110,42,84,-48,-51,-24,0,18-20,"Below N50,000",Bank P,Male,Bank P,Kaduna,Bachelor's Decree,Student,Yes,Bank P,Bank M
17765,19,25000,1,2,0.5,0.5,0.5,47,18,45,21,18,0,0,18-20,"Below N50,000",Bank L,Female,Bank L,Kaduna,OND/HND,Student,Yes,Bank L,Bank N
17768,19,25000,1,2,0.5,0.5,0.5,47,18,45,21,18,0,0,18-20,"Below N50,000",Bank L,Female,Bank L,Kaduna,OND/HND,Student,Yes,Bank L,Bank N
17771,38,75000,5,6,6,2,0.5,36,32,40,0,0,27,0,36-40,"N50,000 - N100,000",Bank C,Male,Bank C,Kaduna,Bachelor's Decree,Civil/Public Servant,No,,
17772,33,25000,5,2,0.5,0,0,30,54,-15,0,8,27,0,31-35,"Below N50,000",Bank C,Male,Bank C,Kaduna,OND/HND,Self Employed,No,,
17773,25.5,75000,3,2,0.5,0.5,0.5,21,20,-10,42,0,30,0,21-30,"N50,000 - N100,000",Bank J,Male,Bank J,Kaduna,Bachelor's Decree,Self Employed,No,,
17774,33,175000,3,2,6,2,6,10,14,18,0,20,30,0,31-35,"N101,000 - N250,000",Bank H,Male,Bank H,Kaduna,Bachelor's Decree,Self Employed,Yes,Bank H,Bank C
17775,33,25000,2,2,0.5,6,0.5,-37,-18,-6,33,-30,-12,0,31-35,"Below N50,000",Bank B,Male,,Kaduna,Primary School leaving certificate,Private Sector Employee,Yes,Bank G,
17776,25.5,75000,2,2,0.5,0,0,-7,5,-70,6,-8,0,0,21-30,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Secondary school leaving certificate,Student,No,,
17777,25.5,75000,2,2,0.5,0,0,-7,5,-63,6,-8,0,0,21-30,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Secondary school leaving certificate,Student,No,,
17778,25.5,25000,2,2,0.5,0,0.5,3,-11,-23,27,16,24,0,21-30,"Below N50,000",,Male,Bank D,Kaduna,Secondary school leaving certificate,Civil/Public Servant,Yes,,Bank I
17780,19,25000,1,2,0.5,2,0,17,0,-14,10,8,18,0,18-20,"Below N50,000",Bank A,Male,Bank A,Kaduna,OND/HND,Student,No,,
17784,38,375000,5,0.5,0.5,0,0.5,37,8,-31,51,25,-10,0,36-40,"N251,000 - N500,000",Bank A,Female,Bank A,Kaduna,Master's Degree,Civil/Public Servant,No,,
17785,25.5,75000,9,0.5,0.5,0,0,-4,-32,-40,18,9,0,0,21-30,"N50,000 - N100,000",Bank B,Male,Bank B,Kaduna,Master's Degree,Student,Yes,Bank B,Bank D
17786,25.5,175000,5,2,2,0.5,0,12,0,-46,23,12,12,0,21-30,"N101,000 - N250,000",Bank D,Male,Bank D,Kaduna,Bachelor's Decree,Self Employed,No,,
17787,33,175000,5,2,2,2,0.5,14,-7,5,39,9,0,0,31-35,"N101,000 - N250,000",Bank A,Male,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17788,33,175000,2,2,0.5,0,0,-14,19,87,-9,-39,24,0,31-35,"N101,000 - N250,000",Bank Q,Male,Bank Q,Kaduna,Master's Degree,Student,Yes,Bank Q,Bank D
17791,25.5,75000,5,2,2,2,0.5,5,-1,-41,12,10,5,0,21-30,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Private Sector Employee,No,,
17795,33,175000,4,2,2,2,0,10,16,-22,23,46,12,0,31-35,"N101,000 - N250,000",Bank B,Male,Bank B,Kaduna,Master's Degree,Student,Yes,Bank B,Bank L
17796,19,375000,5,0.5,0.5,0,0.5,34,8,6,51,25,-10,0,18-20,"N251,000 - N500,000",,Female,Bank A,Kaduna,Master's Degree,Civil/Public Servant,No,,
17799,25.5,75000,3,2,0.5,0,0,-5,5,-60,8,-8,0,0,21-30,"N50,000 - N100,000",Bank D,Female,Bank D,Kaduna,Secondary school leaving certificate,Student,No,,
17800,25.5,75000,4,2,2,0,0.5,26,-3,-46,8,16,10,0,21-30,"N50,000 - N100,000",Bank A,Female,Bank A,Kaduna,Master's Degree,Self Employed,No,,
17805,25.5,75000,3,2,0.5,0,0,-5,5,-60,8,-8,0,0,21-30,"N50,000 - N100,000",Bank D,Female,Bank D,Kaduna,Secondary school leaving certificate,Student,No,,
17809,33,175000,4,2,2,0.5,0.5,3,22,9,-11,10,5,0,31-35,"N101,000 - N250,000",Bank N,Male,Bank N,Kaduna,Master's Degree,Self Employed,No,,
17815,25.5,175000,1,0.5,2,0,0.5,31,-18,-16,14,31,0,0,21-30,"N101,000 - N250,000",Bank D,Female,Bank D,Kaduna,OND/HND,Civil/Public Servant,No,,
17818,19,2000000,4,2,0.5,2,0,-6,-42,-54,27,-42,-21,0,18-20,Greater than N1 million,Bank N,Female,Bank N,Kaduna,Master's Degree,Student,No,,
17819,25.5,25000,3,2,0.5,0,0.5,19,-24,13,-28,-26,-12,0,21-30,"Below N50,000",Bank F,Female,Bank F,Kaduna,Secondary school leaving certificate,Private Sector Employee,No,,
17820,25.5,25000,6,2,0.5,0,0,-7,-33,-35,10,27,27,0,21-30,"Below N50,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Private Sector Employee,No,,
17821,25.5,175000,2,2,0.5,0,0,0,12,-48,7,-21,21,0,21-30,"N101,000 - N250,000",Bank G,Male,Bank G,Kaduna,Master's Degree,Retired,No,,
17823,25.5,25000,6,2,0.5,0,0,-7,3,33,10,27,27,0,21-30,"Below N50,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Private Sector Employee,No,,
17831,25.5,175000,1,0.5,2,0,0.5,31,-18,-16,14,31,0,0,21-30,"N101,000 - N250,000",Bank D,Female,Bank D,Kaduna,OND/HND,Civil/Public Servant,No,,
17833,33,175000,2,0.5,2,0.5,0,12,15,-31,23,12,12,0,31-35,"N101,000 - N250,000",Bank L,Male,Bank L,Kaduna,Master's Degree,Private Sector Employee,Yes,Bank D,
17836,25.5,25000,10,0.5,2,0.5,0.5,13,18,-22,10,30,27,0,21-30,"Below N50,000",Bank D,Male,Bank D,Kaduna,OND/HND,Student,No,,
17840,33,75000,10,2,2,0.5,2,6,19,30,0,4,27,0,31-35,"N50,000 - N100,000",Bank M,Female,Bank M,Kaduna,OND/HND,Self Employed,No,,
17842,33,75000,5,2,6,0,0,54,20,-2,24,28,15,0,31-35,"N50,000 - N100,000",Bank M,Male,Bank M,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17843,38,175000,20,6,6,2,6,106,60,144,36,45,18,3,36-40,"N101,000 - N250,000",Bank I,Male,Bank I,Kaduna,Bachelor's Decree,Civil/Public Servant,No,,
17844,33,75000,7,2,6,0.5,0.5,54,8,28,60,20,30,3,31-35,"N50,000 - N100,000",Bank A,Male,Bank A,Kaduna,Bachelor's Decree,Civil/Public Servant,No,,
17845,33,75000,3,2,6,0,0.5,44,36,65,60,6,8,3,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Kaduna,Bachelor's Decree,Private Sector Employee,No,,
17849,25.5,75000,9,0.5,0.5,0,0,-4,-29,-40,18,9,0,0,21-30,"N50,000 - N100,000",Bank B,Male,Bank B,Kaduna,PHD,Student,No,,
17852,25.5,75000,5,2,2,2,0.5,5,-1,-41,12,10,5,0,21-30,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Private Sector Employee,No,,
17854,25.5,25000,2,2,0.5,0,0.5,3,13,-55,27,16,24,0,21-30,"Below N50,000",Bank D,Male,Bank D,Kaduna,Secondary school leaving certificate,Civil/Public Servant,Yes,Bank D,Bank B
17858,25.5,25000,3,2,0.5,0,0.5,19,-24,13,-28,-26,-12,0,21-30,"Below N50,000",Bank F,Female,Bank F,Kaduna,Secondary school leaving certificate,Private Sector Employee,No,,
17862,33,175000,4,2,2,0.5,0.5,-8,22,-38,-1,14,16,0,31-35,"N101,000 - N250,000",Bank A,Male,Bank A,Kaduna,Master's Degree,Civil/Public Servant,No,,
17864,50.5,25000,3,2,0.5,0,0.5,6,-10,-51,15,25,0,0,41-60,"Below N50,000",Bank K,Female,Bank K,Kaduna,PHD,Self Employed,No,,
17870,38,75000,3,2,0.5,0,0.5,-16,3,-73,31,10,-6,0,36-40,"N50,000 - N100,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Private Sector Employee,No,,
17871,33,175000,4,2,2,2,0,18,34,-40,25,46,12,0,31-35,"N101,000 - N250,000",Bank B,Male,Bank B,Kaduna,Master's Degree,Student,Yes,Bank B,Bank L
17879,25.5,75000,3,2,2,0.5,30,-18,-4,22,-10,-5,2,1,21-30,"N50,000 - N100,000",Bank A,Female,,Kaduna,Secondary school leaving certificate,Student,No,,
17880,25.5,75000,3,2,0.5,0.5,0,14,24,39,48,0,27,3,21-30,"N50,000 - N100,000",Bank M,Female,Bank M,Kaduna,Secondary school leaving certificate,Student,No,,
17886,19,25000,3,2,6,0,0,20,10,80,12,36,18,3,18-20,"Below N50,000",Bank D,Male,Bank D,Kaduna,Secondary school leaving certificate,Student,No,,
17888,38,175000,5,2,2,2,0.5,14,-7,5,39,9,21,0,36-40,"N101,000 - N250,000",Bank A,Male,Bank A,Kaduna,Bachelor's Decree,Self Employed,No,,
17889,38,175000,10,2,2,0.5,0.5,3,22,9,-11,10,5,0,36-40,"N101,000 - N250,000",Bank N,Female,Bank N,Kaduna,Master's Degree,Self Employed,No,,
17891,25.5,25000,6,2,0.5,0,0,-7,3,-35,10,27,27,0,21-30,"Below N50,000",Bank B,Female,Bank B,Kaduna,Master's Degree,Unemployed,No,,
17892,25.5,75000,4,0.5,2,0,0.5,8,-42,-30,5,22,0,0,21-30,"N50,000 - N100,000",Bank G,Male,Bank G,Kaduna,Bachelor's Decree,Student,Yes,Bank G,Bank B
17893,25.5,75000,4,6,6,6,0.5,8,-4,-7,36,33,24,0,21-30,"N50,000 - N100,000",Bank N,Female,Bank N,Kaduna,Master's Degree,Student,No,,
17894,38,25000,5,0.5,6,0.5,0.5,1,13,64,31,17,21,0,36-40,"Below N50,000",Bank J,Male,Bank J,Kaduna,OND/HND,Private Sector Employee,No,,
17895,33,175000,6,6,6,0.5,0.5,87,18,37,28,24,21,3,31-35,"N101,000 - N250,000",Bank F,Female,Bank F,Kaduna,Bachelor's Decree,Civil/Public Servant,No,,
17897,19,25000,5,2,6,0.5,0,33,18,56,42,0,0,0,18-20,"Below N50,000",Bank A,Female,Bank A,Kaduna,OND/HND,Student,No,,
17901,25.5,25000,2,2,6,0.5,0,35,10,60,24,0,5,0,21-30,"Below N50,000",Bank B,Female,Bank B,Kaduna,Secondary school leaving certificate,Student,Yes,Bank B,
17903,25.5,25000,1,0.5,0.5,6,0.5,9,6,3,27,11,21,0,21-30,"Below N50,000",Bank B,Male,Bank B,Kaduna,Bachelor's Decree,Student,No,,
17904,25.5,75000,3,0.5,6,0,0,39,20,60,18,18,9,0,21-30,"N50,000 - N100,000",Bank H,Female,Bank H,Kano,OND/HND,Student,No,,
17905,33,75000,8,0.5,0.5,0.5,0,34,17,60,19,15,8,0,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Kano,Bachelor's Decree,Self Employed,No,,
17906,33,75000,2,0.5,0.5,0.5,0,33,25,60,19,15,8,0,31-35,"N50,000 - N100,000",Bank P,Female,Bank C,Kano,Bachelor's Decree,Self Employed,No,,
17908,33,75000,10,2,2,0,0,29,17,37,20,17,9,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Kano,Bachelor's Decree,Student,No,,
17909,38,175000,18,0.5,0.5,0,0,32,18,66,16,18,9,2,36-40,"N101,000 - N250,000",Bank B,Male,Bank B,Kano,Secondary school leaving certificate,Self Employed,No,,
17910,38,75000,11,0.5,0.5,0,0,32,20,50,18,16,9,0,36-40,"N50,000 - N100,000",Bank L,Female,Bank L,Kano,OND/HND,Civil/Public Servant,No,,
17911,25.5,25000,6,0.5,0.5,0.5,0,21,28,52,36,18,8,0,21-30,"Below N50,000",Bank C,Female,Bank C,Kano,Bachelor's Decree,Student,No,,
17912,25.5,25000,4,0.5,0.5,0,0,28,36,25,18,18,8,0,21-30,"Below N50,000",Bank A,Male,Bank A,Kano,Secondary school leaving certificate,Student,No,,
17913,25.5,25000,2,0.5,0.5,0,0,48,18,27,18,18,8,0,21-30,"Below N50,000",Bank B,Male,Bank A,Kano,Secondary school leaving certificate,Student,No,,
17914,25.5,25000,7,0.5,2,0,0,24,27,6,18,17,8,0,21-30,"Below N50,000",Bank B,Female,Bank B,Kano,Bachelor's Decree,Others,No,,
17915,25.5,25000,3,0.5,2,0,0,32,36,46,18,17,8,0,21-30,"Below N50,000",Bank H,Female,Bank B,Kano,Bachelor's Decree,Others,No,,
17923,50.5,75000,10,6,30,0.5,0,72,18,-50,20,7,-10,2,41-60,"N50,000 - N100,000",Bank B,Male,Bank C,Kano,Bachelor's Decree,Civil/Public Servant,No,,
17924,50.5,75000,7,6,30,0.5,0,89,21,10,30,-2,0,2,41-60,"N50,000 - N100,000",Bank C,Male,Bank C,Kano,Bachelor's Decree,Civil/Public Servant,No,,
17925,65,175000,10,2,6,0.5,0,24,12,28,25,25,14,2,Above 60,"N101,000 - N250,000",Bank L,Male,Bank B,Kano,Master's Degree,Retired,No,,
17926,65,175000,30,2,6,0.5,0,42,20,2,-9,18,0,2,Above 60,"N101,000 - N250,000",Bank B,Male,Bank B,Kano,Master's Degree,Retired,No,,
17927,65,175000,28,2,6,0.5,0,0,4,22,26,42,7,2,Above 60,"N101,000 - N250,000",Bank C,Male,Bank B,Kano,Master's Degree,Retired,No,,
17939,38,75000,12,2,2,0,0,55,24,49,25,14,21,2,36-40,"N50,000 - N100,000",Bank N,Female,Bank N,Kano,Master's Degree,Private Sector Employee,No,,
17940,38,75000,8,2,2,0,0,55,9,44,51,4,21,3,36-40,"N50,000 - N100,000",Bank A,Female,Bank N,Kano,Master's Degree,Private Sector Employee,No,,
17949,19,25000,2,2,6,0,30,14,-29,0,16,-36,-10,1,18-20,"Below N50,000",Bank B,Male,Bank B,Kano,Secondary school leaving certificate,Student,No,,
17950,19,25000,4,2,6,0,30,39,21,57,18,8,-5,1,18-20,"Below N50,000",Bank F,Male,Bank B,Kano,Secondary school leaving certificate,Student,No,,
17957,50.5,175000,20,6,0.5,0.5,0,44,32,4,20,0,-16,2,41-60,"N101,000 - N250,000",Bank B,Female,Bank B,Kano,PHD,Civil/Public Servant,No,,
17958,50.5,175000,14,6,0.5,0.5,0,44,32,0,20,0,-16,2,41-60,"N101,000 - N250,000",Bank M,Female,Bank B,Kano,PHD,Civil/Public Servant,No,,
17979,38,25000,10,2,6,0.5,0,26,-8,39,43,8,-8,0,36-40,"Below N50,000",Bank B,Female,,Kano,Bachelor's Decree,Private Sector Employee,No,,
17980,38,25000,18,2,6,0.5,0,-16,-16,29,8,-16,-8,0,36-40,"Below N50,000",Bank C,Female,,Kano,Bachelor's Decree,Private Sector Employee,No,,
17990,50.5,375000,30,6,2,0.5,2,5,14,34,28,-24,-16,2,41-60,"N251,000 - N500,000",Bank A,Male,,Kano,PHD,Retired,No,,
17991,50.5,375000,15,6,2,0.5,2,-27,18,-47,0,-16,-16,2,41-60,"N251,000 - N500,000",Bank O,Male,,Kano,PHD,Retired,No,,
17995,33,25000,2,0.5,6,0.5,30,8,7,-27,10,10,-30,1,31-35,"Below N50,000",Bank B,Female,Bank B,Kano,Bachelor's Decree,Civil/Public Servant,Yes,Bank J,Bank C
17996,33,25000,10,0.5,6,0.5,30,64,37,6,20,26,-20,1,31-35,"Below N50,000",Bank J,Female,Bank B,Kano,Bachelor's Decree,Civil/Public Servant,Yes,Bank J,Bank C
17998,50.5,75000,20,2,6,0.5,6,42,11,35,20,-22,-20,2,41-60,"N50,000 - N100,000",Bank B,Female,Bank B,Kano,Master's Degree,Civil/Public Servant,No,,
17999,50.5,75000,6,2,6,0.5,6,6,-3,54,20,0,-20,0,41-60,"N50,000 - N100,000",Bank A,Female,Bank B,Kano,Master's Degree,Civil/Public Servant,No,,
18010,33,25000,7,6,6,0.5,0,86,45,-19,14,-10,-10,0,31-35,"Below N50,000",Bank P,Female,Bank P,Kano,Bachelor's Decree,Civil/Public Servant,No,,
18011,33,25000,10,6,6,0.5,0,68,38,-2,4,0,-5,0,31-35,"Below N50,000",Bank E,Female,Bank P,Kano,Bachelor's Decree,Civil/Public Servant,No,,
18012,33,75000,15,2,6,0.5,0,54,34,15,39,4,-9,2,31-35,"N50,000 - N100,000",Bank L,Male,Bank B,Kano,OND/HND,Self Employed,No,,
18013,33,75000,10,2,6,0.5,0,26,34,-4,29,4,-18,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Kano,OND/HND,Self Employed,No,,
18014,38,75000,14,2,6,0.5,0,61,21,3,2,10,-9,0,36-40,"N50,000 - N100,000",Bank J,Male,Bank J,Kano,OND/HND,Civil/Public Servant,No,,
18015,38,75000,14,2,6,0.5,6,41,42,-17,27,8,0,2,36-40,"N50,000 - N100,000",Bank K,Female,Bank N,Kano,Bachelor's Decree,Civil/Public Servant,No,,
18098,50.5,75000,10,2,6,0.5,0,0,8,-34,34,20,-10,0,41-60,"N50,000 - N100,000",,Male,Bank E,Kano,Master's Degree,Private Sector Employee,No,,
